antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Energy_Recovery_Level_Low_Recovery, Energy_Consumption_Level_Medium_Consumption",Soil_Severity_Soil_Low,0.125,0.67,0.08,0.64,0.9552238805970149,1.0,-0.0037500000000000033,0.9166666666666666,-0.05084745762711868,0.11188811188811187,-0.090909090909091,0.37970149253731345
"Overall_Severity_Overall_Medium, Energy_Recovery_Level_High_Recovery",Air_Severity_Air_Medium,0.265,0.455,0.115,0.4339622641509434,0.9537632179141613,1.0,-0.0055750000000000105,0.9628333333333332,-0.061875693673696004,0.19008264462809918,-0.03860135018175524,0.3433547584490981
"Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",Soil_Severity_Soil_Low,0.54,0.67,0.345,0.6388888888888888,0.9535655058043117,1.0,-0.016800000000000093,0.9138461538461536,-0.09572649572649623,0.3988439306358381,-0.09427609427609455,0.5769071310116085
Soil_Severity_Soil_Low,"Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",0.67,0.54,0.345,0.5149253731343283,0.9535655058043115,1.0,-0.016800000000000093,0.9483076923076921,-0.12858783008036806,0.3988439306358381,-0.05451005840363423,0.5769071310116085
Air_Severity_Air_High,Soil_Severity_Soil_Low,0.4,0.67,0.255,0.6375,0.9514925373134328,1.0,-0.013000000000000012,0.9103448275862067,-0.07831325301204825,0.31288343558282206,-0.09848484848484876,0.5090485074626865
"Energy_Consumption_Level_Low_Consumption, Water_Severity_Water_Medium",Air_Severity_Air_Medium,0.185,0.455,0.08,0.43243243243243246,0.9504009504009504,1.0,-0.004174999999999998,0.9602380952380951,-0.06018018018018016,0.14285714285714285,-0.04140838085792213,0.30412830412830416
"Energy_Recovery_Level_Low_Recovery, Soil_Severity_Soil_Low",Water_Severity_Water_Medium,0.23,0.595,0.13,0.5652173913043478,0.9499451954694921,1.0,-0.006849999999999995,0.9315,-0.06404862085086484,0.18705035971223025,-0.07353730542136343,0.3918523931311655
"Energy_Consumption_Level_High_Consumption, Soil_Severity_Soil_Low",Water_Severity_Water_Medium,0.23,0.595,0.13,0.5652173913043478,0.9499451954694921,1.0,-0.006849999999999995,0.9315,-0.06404862085086484,0.18705035971223025,-0.07353730542136343,0.3918523931311655
"Energy_Consumption_Level_Low_Consumption, Soil_Severity_Soil_Medium",Water_Severity_Water_Medium,0.115,0.595,0.065,0.5652173913043478,0.9499451954694921,1.0,-0.0034249999999999975,0.9315,-0.056193601312551224,0.10077519379844961,-0.07353730542136343,0.3372305443916697
"Energy_Consumption_Level_Low_Consumption, Soil_Severity_Soil_Low",Overall_Severity_Overall_Medium,0.22,0.79,0.165,0.75,0.9493670886075949,1.0,-0.008800000000000002,0.8399999999999999,-0.06400000000000002,0.19526627218934914,-0.1904761904761907,0.47943037974683544
"Energy_Consumption_Level_Medium_Consumption, Soil_Severity_Soil_Low",Overall_Severity_Overall_Medium,0.22,0.79,0.165,0.75,0.9493670886075949,1.0,-0.008800000000000002,0.8399999999999999,-0.06400000000000002,0.19526627218934914,-0.1904761904761907,0.47943037974683544
"Energy_Consumption_Level_High_Consumption, Energy_Recovery_Level_High_Recovery",Overall_Severity_Overall_Medium,0.1,0.79,0.075,0.7499999999999999,0.9493670886075948,1.0,-0.004000000000000017,0.8399999999999995,-0.05594405594405618,0.09202453987730061,-0.19047619047619122,0.42246835443037967
"Energy_Recovery_Level_High_Recovery, Soil_Severity_Soil_Low, Energy_Consumption_Level_Low_Consumption",Overall_Severity_Overall_Medium,0.1,0.79,0.075,0.7499999999999999,0.9493670886075948,1.0,-0.004000000000000017,0.8399999999999995,-0.05594405594405618,0.09202453987730061,-0.19047619047619122,0.42246835443037967
"Energy_Consumption_Level_Low_Consumption, Soil_Severity_Soil_Low",Air_Severity_Air_Medium,0.22,0.455,0.095,0.4318181818181818,0.949050949050949,1.0,-0.005100000000000007,0.9591999999999999,-0.06439393939393949,0.16379310344827586,-0.042535446205171,0.3203046953046953
"Air_Severity_Air_Medium, Soil_Severity_Soil_Low",Water_Severity_Water_Medium,0.31,0.595,0.175,0.564516129032258,0.9487666034155597,1.0,-0.009450000000000014,0.9299999999999999,-0.07258064516129044,0.23972602739726026,-0.07526881720430115,0.4293168880455408
"Energy_Recovery_Level_Low_Recovery, Energy_Consumption_Level_High_Consumption","Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",0.11,0.48,0.05,0.4545454545454546,0.9469696969696971,1.0,-0.002799999999999997,0.9533333333333335,-0.059196617336152155,0.09259259259259262,-0.04895104895104884,0.2793560606060606
"Energy_Recovery_Level_Low_Recovery, Water_Severity_Water_Medium",Soil_Severity_Soil_Low,0.205,0.67,0.13,0.6341463414634146,0.9464870768110666,1.0,-0.007349999999999995,0.9019999999999999,-0.06639566395663953,0.174496644295302,-0.10864745011086485,0.41408809610484165
"Energy_Consumption_Level_High_Consumption, Water_Severity_Water_Medium",Soil_Severity_Soil_Low,0.205,0.67,0.13,0.6341463414634146,0.9464870768110666,1.0,-0.007349999999999995,0.9019999999999999,-0.06639566395663953,0.174496644295302,-0.10864745011086485,0.41408809610484165
"Energy_Recovery_Level_Medium_Recovery, Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",Soil_Severity_Soil_Low,0.205,0.67,0.13,0.6341463414634146,0.9464870768110666,1.0,-0.007349999999999995,0.9019999999999999,-0.06639566395663953,0.174496644295302,-0.10864745011086485,0.41408809610484165
Energy_Consumption_Level_High_Consumption,Overall_Severity_Overall_Medium,0.335,0.79,0.25,0.7462686567164178,0.9446438692612884,1.0,-0.014650000000000052,0.8276470588235291,-0.0809839690436708,0.2857142857142857,-0.2082444918265819,0.5313621764594747
"Air_Severity_Air_High, Overall_Severity_Overall_Medium",Soil_Severity_Soil_Low,0.395,0.67,0.25,0.6329113924050632,0.9446438692612883,1.0,-0.014650000000000052,0.8989655172413791,-0.08830620855937342,0.3067484662576687,-0.11238971998465704,0.503022860381636
"Air_Severity_Air_High, Energy_Consumption_Level_High_Consumption",Soil_Severity_Soil_Low,0.095,0.67,0.06,0.631578947368421,0.9426551453260015,1.0,-0.0036500000000000005,0.8957142857142856,-0.06298533218291631,0.08510638297872339,-0.11642743221690614,0.3605655930871956
"Air_Severity_Air_High, Overall_Severity_Overall_Medium, Energy_Consumption_Level_High_Consumption",Soil_Severity_Soil_Low,0.095,0.67,0.06,0.631578947368421,0.9426551453260015,1.0,-0.0036500000000000005,0.8957142857142856,-0.06298533218291631,0.08510638297872339,-0.11642743221690614,0.3605655930871956
"Energy_Recovery_Level_Medium_Recovery, Energy_Consumption_Level_High_Consumption, Water_Severity_Water_Medium",Soil_Severity_Soil_Low,0.095,0.67,0.06,0.631578947368421,0.9426551453260015,1.0,-0.0036500000000000005,0.8957142857142856,-0.06298533218291631,0.08510638297872339,-0.11642743221690614,0.3605655930871956
"Air_Severity_Air_High, Energy_Recovery_Level_Low_Recovery",Soil_Severity_Soil_Low,0.135,0.67,0.085,0.6296296296296297,0.9397457158651188,1.0,-0.00545000000000001,0.8909999999999999,-0.06900918012029135,0.11805555555555555,-0.12233445566778907,0.37824765063571036
"Overall_Severity_Overall_Medium, Energy_Consumption_Level_Low_Consumption, Water_Severity_Water_Medium",Soil_Severity_Soil_Low,0.175,0.67,0.11,0.6285714285714287,0.9381663113006398,1.0,-0.0072499999999999926,0.8884615384615386,-0.07397959183673461,0.14965986394557823,-0.12554112554112537,0.3963752665245203
"Overall_Severity_Overall_Medium, Energy_Consumption_Level_Low_Consumption",Air_Severity_Air_Medium,0.27,0.455,0.115,0.42592592592592593,0.936100936100936,1.0,-0.00785000000000001,0.9493548387096773,-0.0855119825708062,0.1885245901639344,-0.053346924906557965,0.33933658933658933
"Energy_Recovery_Level_Medium_Recovery, Energy_Consumption_Level_Low_Consumption",Water_Severity_Water_Medium,0.09,0.595,0.05,0.5555555555555556,0.9337068160597574,1.0,-0.0035499999999999907,0.9112500000000001,-0.0723751274209988,0.07874015748031497,-0.09739368998628245,0.3197945845004669
"Air_Severity_Air_High, Overall_Severity_Overall_Medium, Energy_Consumption_Level_Low_Consumption, Soil_Severity_Soil_Low",Water_Severity_Water_Medium,0.09,0.595,0.05,0.5555555555555556,0.9337068160597574,1.0,-0.0035499999999999907,0.9112500000000001,-0.0723751274209988,0.07874015748031497,-0.09739368998628245,0.3197945845004669
"Air_Severity_Air_High, Energy_Recovery_Level_Low_Recovery, Water_Severity_Water_Medium",Soil_Severity_Soil_Low,0.08,0.67,0.05,0.625,0.9328358208955223,1.0,-0.003599999999999999,0.8799999999999999,-0.0725806451612903,0.07142857142857144,-0.1363636363636365,0.3498134328358209
"Energy_Recovery_Level_Low_Recovery, Water_Severity_Water_Low, Overall_Severity_Overall_Medium",Soil_Severity_Soil_Low,0.08,0.67,0.05,0.625,0.9328358208955223,1.0,-0.003599999999999999,0.8799999999999999,-0.0725806451612903,0.07142857142857144,-0.1363636363636365,0.3498134328358209
"Energy_Recovery_Level_Low_Recovery, Energy_Consumption_Level_High_Consumption, Overall_Severity_Overall_Medium",Soil_Severity_Soil_Low,0.08,0.67,0.05,0.625,0.9328358208955223,1.0,-0.003599999999999999,0.8799999999999999,-0.0725806451612903,0.07142857142857144,-0.1363636363636365,0.3498134328358209
"Air_Severity_Air_High, Overall_Severity_Overall_Medium, Water_Severity_Water_Medium, Energy_Recovery_Level_Low_Recovery",Soil_Severity_Soil_Low,0.08,0.67,0.05,0.625,0.9328358208955223,1.0,-0.003599999999999999,0.8799999999999999,-0.0725806451612903,0.07142857142857144,-0.1363636363636365,0.3498134328358209
Energy_Consumption_Level_High_Consumption,"Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",0.335,0.48,0.15,0.4477611940298507,0.9328358208955223,1.0,-0.010800000000000004,0.9416216216216216,-0.09769335142469475,0.2255639097744361,-0.0619977037887486,0.38013059701492535
"Air_Severity_Air_Medium, Energy_Consumption_Level_Low_Consumption, Soil_Severity_Soil_Low",Overall_Severity_Overall_Medium,0.095,0.79,0.07,0.736842105263158,0.932711525649567,1.0,-0.005049999999999999,0.798,-0.07383040935672512,0.08588957055214726,-0.2531328320802004,0.4127248500999334
"Overall_Severity_Overall_Medium, Energy_Consumption_Level_Low_Consumption, Soil_Severity_Soil_Low",Air_Severity_Air_Medium,0.165,0.455,0.07,0.42424242424242425,0.9324009324009324,1.0,-0.005074999999999996,0.9465789473684211,-0.07988980716253438,0.1272727272727273,-0.05643591882123994,0.289044289044289
"Water_Severity_Water_Medium, Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low, Energy_Recovery_Level_Medium_Recovery",Air_Severity_Air_Medium,0.13,0.455,0.055,0.4230769230769231,0.9298393913778529,1.0,-0.004150000000000001,0.9446666666666667,-0.07980769230769232,0.1037735849056604,-0.05857445306986596,0.27197802197802196
"Overall_Severity_Overall_Medium, Energy_Recovery_Level_High_Recovery",Soil_Severity_Soil_Low,0.265,0.67,0.165,0.6226415094339622,0.9293156857223317,1.0,-0.012550000000000006,0.8744999999999998,-0.09377918923967872,0.2142857142857143,-0.14351057747284185,0.4344550830751901
"Energy_Recovery_Level_High_Recovery, Soil_Severity_Soil_Low",Overall_Severity_Overall_Medium,0.225,0.79,0.165,0.7333333333333334,0.9282700421940928,1.0,-0.012750000000000011,0.7875000000000001,-0.09066666666666674,0.1941176470588235,-0.26984126984126977,0.47109704641350214
Energy_Consumption_Level_Low_Consumption,Water_Severity_Water_Medium,0.335,0.595,0.185,0.5522388059701492,0.9281324470086542,1.0,-0.014325000000000004,0.9045,-0.10429559519475795,0.24832214765100674,-0.10558319513543404,0.4315815878590242
"Air_Severity_Air_High, Soil_Severity_Soil_Medium",Water_Severity_Water_Medium,0.145,0.595,0.08,0.5517241379310346,0.9272674587076212,1.0,-0.006274999999999989,0.9034615384615388,-0.08403080013391348,0.12121212121212122,-0.10685398041719849,0.34308895972181985
"Air_Severity_Air_High, Overall_Severity_Overall_Medium, Soil_Severity_Soil_Medium",Water_Severity_Water_Medium,0.145,0.595,0.08,0.5517241379310346,0.9272674587076212,1.0,-0.006274999999999989,0.9034615384615388,-0.08403080013391348,0.12121212121212122,-0.10685398041719849,0.34308895972181985
"Air_Severity_Air_High, Energy_Recovery_Level_High_Recovery","Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",0.14,0.54,0.07,0.5,0.9259259259259258,1.0,-0.005600000000000008,0.9199999999999999,-0.08510638297872351,0.11475409836065573,-0.08695652173913052,0.3148148148148148
"Air_Severity_Air_Medium, Soil_Severity_Soil_Low","Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",0.31,0.54,0.155,0.5,0.9259259259259258,1.0,-0.012400000000000022,0.9199999999999999,-0.10389610389610408,0.22302158273381292,-0.08695652173913052,0.3935185185185185
"Air_Severity_Air_Medium, Energy_Recovery_Level_High_Recovery","Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",0.15,0.54,0.075,0.5,0.9259259259259258,1.0,-0.006000000000000005,0.9199999999999999,-0.08602150537634415,0.12195121951219509,-0.08695652173913052,0.3194444444444444
"Air_Severity_Air_Medium, Energy_Consumption_Level_Medium_Consumption","Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",0.13,0.54,0.065,0.5,0.9259259259259258,1.0,-0.00520000000000001,0.9199999999999999,-0.08421052631578962,0.10743801652892562,-0.08695652173913052,0.3101851851851852
"Energy_Consumption_Level_Low_Consumption, Soil_Severity_Soil_Low","Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",0.22,0.54,0.11,0.5,0.9259259259259258,1.0,-0.008800000000000002,0.9199999999999999,-0.0930232558139535,0.1692307692307692,-0.08695652173913052,0.35185185185185186
"Energy_Consumption_Level_Medium_Consumption, Soil_Severity_Soil_Medium","Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",0.11,0.54,0.055,0.5,0.9259259259259258,1.0,-0.004400000000000001,0.9199999999999999,-0.08247422680412372,0.09243697478991597,-0.08695652173913052,0.30092592592592593
"Air_Severity_Air_Medium, Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",Soil_Severity_Soil_Low,0.25,0.67,0.155,0.62,0.9253731343283581,1.0,-0.012500000000000011,0.8684210526315789,-0.09708737864077678,0.20261437908496732,-0.15151515151515166,0.4256716417910448
"Air_Severity_Air_Medium, Energy_Consumption_Level_Medium_Consumption",Overall_Severity_Overall_Medium,0.13,0.79,0.095,0.7307692307692307,0.9250243427458616,1.0,-0.007700000000000012,0.7799999999999997,-0.08522412838959614,0.11515151515151514,-0.2820512820512825,0.42551119766309636
"Energy_Recovery_Level_Medium_Recovery, Water_Severity_Water_Low",Soil_Severity_Soil_Low,0.105,0.67,0.065,0.6190476190476191,0.9239516702203269,1.0,-0.005349999999999994,0.86625,-0.08421881149153866,0.09154929577464789,-0.15440115440115448,0.35803127221037667
"Air_Severity_Air_Medium, Energy_Recovery_Level_Low_Recovery, Overall_Severity_Overall_Medium",Soil_Severity_Soil_Low,0.105,0.67,0.065,0.6190476190476191,0.9239516702203269,1.0,-0.005349999999999994,0.86625,-0.08421881149153866,0.09154929577464789,-0.15440115440115448,0.35803127221037667
"Air_Severity_Air_Medium, Energy_Consumption_Level_High_Consumption",Overall_Severity_Overall_Medium,0.185,0.79,0.135,0.7297297297297298,0.9237085186452276,1.0,-0.011149999999999993,0.7770000000000001,-0.09201567980193928,0.1607142857142857,-0.28700128700128674,0.45030790283954847
"Energy_Recovery_Level_Low_Recovery, Energy_Consumption_Level_High_Consumption",Overall_Severity_Overall_Medium,0.11,0.79,0.08,0.7272727272727273,0.9205983889528193,1.0,-0.006900000000000003,0.7699999999999999,-0.08834827144686304,0.09756097560975609,-0.2987012987012988,0.4142692750287687
"Energy_Recovery_Level_Low_Recovery, Overall_Severity_Overall_Medium",Soil_Severity_Soil_Low,0.26,0.67,0.16,0.6153846153846154,0.9184845005740528,1.0,-0.014200000000000018,0.858,-0.10708898944193077,0.20779220779220778,-0.16550116550116553,0.4270952927669346
"Air_Severity_Air_High, Overall_Severity_Overall_Medium, Energy_Recovery_Level_Low_Recovery",Soil_Severity_Soil_Low,0.13,0.67,0.08,0.6153846153846154,0.9184845005740528,1.0,-0.007100000000000009,0.858,-0.09256844850065199,0.1111111111111111,-0.16550116550116553,0.36739380022962115
Energy_Consumption_Level_Low_Consumption,Air_Severity_Air_Medium,0.335,0.455,0.14,0.41791044776119407,0.9184845005740528,1.0,-0.012424999999999992,0.9362820512820513,-0.11774461028192362,0.2153846153846154,-0.06805422429138706,0.3628013777267509
"Energy_Consumption_Level_Low_Consumption, Soil_Severity_Soil_Low",Water_Severity_Water_Medium,0.22,0.595,0.12,0.5454545454545454,0.9167303284950343,1.0,-0.010899999999999993,0.891,-0.10430622009569372,0.17266187050359713,-0.12233445566778903,0.37356760886172646
"Energy_Consumption_Level_Medium_Consumption, Soil_Severity_Soil_Medium",Water_Severity_Water_Medium,0.11,0.595,0.06,0.5454545454545454,0.9167303284950343,1.0,-0.0054499999999999965,0.891,-0.09260832625318602,0.09302325581395349,-0.12233445566778903,0.3231474407944996
"Energy_Recovery_Level_Low_Recovery, Energy_Consumption_Level_Medium_Consumption","Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",0.125,0.48,0.055,0.44,0.9166666666666667,1.0,-0.0049999999999999975,0.9285714285714285,-0.09411764705882349,0.10000000000000002,-0.07692307692307689,0.27729166666666666
"Energy_Recovery_Level_Medium_Recovery, Energy_Consumption_Level_High_Consumption","Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",0.125,0.48,0.055,0.44,0.9166666666666667,1.0,-0.0049999999999999975,0.9285714285714285,-0.09411764705882349,0.10000000000000002,-0.07692307692307689,0.27729166666666666
Air_Severity_Air_Medium,"Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",0.455,0.48,0.2,0.43956043956043955,0.9157509157509157,1.0,-0.0184,0.927843137254902,-0.14442700156985872,0.27210884353741494,-0.07776838546069313,0.42811355311355315
"Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",Air_Severity_Air_Medium,0.48,0.455,0.2,0.4166666666666667,0.9157509157509157,1.0,-0.0184,0.9342857142857143,-0.1503267973856209,0.27210884353741494,-0.07033639143730887,0.42811355311355315
"Energy_Recovery_Level_Low_Recovery, Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",Air_Severity_Air_Medium,0.18,0.455,0.075,0.4166666666666667,0.9157509157509157,1.0,-0.006900000000000003,0.9342857142857143,-0.10087719298245619,0.13392857142857142,-0.07033639143730887,0.2907509157509158
